weight,tweet,label
0.418,every year on easter we have cloudy skies bit of rain and this year is no different but we have hot weather next week d,-1
0.6381,but im stuck im colder weather  maybe tomorrow will be better ,-1
1,going to park when its cold out doesnt work so much,-1
0.5346,hope it dont storm real bad on our way bck ,-1
0.4029, weather werent as good as yday and it was packed still  skegs skeg  innit,-1
0.6122,going to visit moms for easter in bit watching the sun disappear and the storm clouds roll in rainy easter say it aint so ,-1
0.6648,all these black ppl ip here tryna look fancy their big fancy easter suits in this num degree weather its gnna be long day smh,-1
0.6066, haha yippee sarcastic voice came here was in my ripped capris flip flops and t shirt im freezing ,-1
1,its quite cold out now sad ,-1
1,wish was home sukks to kno that everyone is kookin out or sumtin im freezin my butt off haha ,-1
1, good to hear and send some of that nice weather this way im sick of the drizzly rain weve had for months on end ,-1
0.5223, jealous num its cold and rainy here and more rain on the way ,-1
1, well  stuck here in between both of you  its bloody freezing so glad theres no nearby water to not swim in ,-1
1,num nd thunderstorm today poor dog ins going to have nervous breakdown ,-1
0.7852,im freezing cold sad ,-1
0.8024,why do this bitch have on these furry ass uggs when its num damn degrees out smdh ankles sweaty as shit,-1
1,k louisville im sick of this weather ,-1
1,driving through that storm sucked,-1
0.5807,intense storm ,-1
1,i cant stand this hot weather already either way  lets go knicks ,-1
0.6241,flight delayed  and when land in tulsa there will be severe thunderstorms and flood warning awesome nosarcasm,-1
1,weather might be ugly as shit tonight niggas still going down the club lol,-1
0.8032,what beautiful night tonight but yet another shitty rainy day tomorrow gofigure its pittsburgh,-1
0.7907,rt our weather is under severe thunderstorm watch sad ,-1
0.5716,shit is getting real outside richmond its hot as hell man wish was bac home would be my pool right now,-1
0.4103,super duper hot heatwave,-1
0.5981,thunder storms no wonder it was num degrees today,-1
1,i was gud till went out side damn its hot dont like the heat went back upstairs,-1
1, getting close missed out on the easter festivities too no woade and its cold here not mention im sick ,-1
0.8098, the storm was fairly disappointing ,-1
0.5833,everyone is dressed in summer clothes today  but its cold outside to me  so im not haha ,-1
0.789, but thankgoodness no migraine,-1
0.4203, seems like its been windy forever ,-1
1,theres no sun anymore and  freezin ,-1
0.3994,mild and wild easter weather ,-1
1,now it wanna rain really mother nature tease us with sunshine then make it rain ,-1
0.7894, ive always wanted to go to ohio smiley but im used to montana air its beautiful here mountains hate snow though p,-1
1, wish it was warmer today cause want to wear dress but im not freezing for nobody flatout lol,-1
0.8044,i ran outside this morning and thought was going to die with the humidity easy run effort felt like max effort ,-1
0.397,little to hot out heading back to winter ,-1
0.5888,im soaking wet and freezing still ,-1
0.4322, definitely not safe withe the powerful thunderstorms but ok when roads are only damp ,-1
1, humidity sucks easter eggs ,-1
0.7954,im freezing my ass off ,-1
1,rt yall some ias if yall thought for one second wasnt storm coming after dis humid ass weather ,-1
0.5834,this weather is no good for my hairrrr ,-1
0.6062, careful up there nasty weather headed your way ,-1
1,its hot as shit out here ,-1
0.7948,im freezing random,-1
1, stop that  making me jealous its not even close to being pool weather up here yet ,-1
0.6045,its so hot hawaii is bipolar with the weather ,-1
0.4182,since this weather wants to act funny  im inside finishing up my pitch and watching mobwives for the first time whoa is all can say ,-1
0.797,wat city its fucking hot outside  ,-1
1,i would wear the cute dress that bought today  but this weather blows ,-1
1,tired of all this rain  indiana weather is depressing,-1
1,sweating like mother fucker mad hot outside gambolling always lode but its fun lol smiley ,-1
0.5789,hail is falling at the da this storm is nuts ,-1
0.4052, at least its sunny down there it was cloudy and wet in losangeles,-1
1,its too hot outside ,-1
0.6091,it must be num degrees in my house right now brrrr,-1
0.794, this has been going on for over week and is supposed to go through next week this weather is ridiculous ,-1
1,my hair does not like this humidity my curls fell as soon as stepped outside ,-1
1,ugly weather in carbondale ,-1
0.6157,im ,-1
0.5755, yep was taking pics outside by the lake  abt num out  which is cold enough for me it does it once in awhile when im cold ,-1
0.8004, haha thats your best bet temp thing said num but swear im experiencing like num degree temps liar ,-1
0.8071,it cold outside get out of the cold and come inside and check out our exhibits,-1
0.7876,i cant believe it  more thunderstorms,-1
0.7962,im absolutely freezing cant heat up and actually shivering  what happened to our summer  have we had it already in east scotland lol,-1
0.6186,snow glares ,-1
0.3911,saving all the positive compliments in special place in my heart  to relive on dark and rainy day ,-1
1,whats with the socal weather either rain or dont none of this in between bs it should be sunny dang it ,-1
1,my lunch is bright and sunny even if it is rainy and gross outside ,-1
0.7761,rt its hot as shit outside ,-1
0.7866,brrr its lil chilly tho,-1
0.6214,rt hate humidity like it married my mom ,-1
0.5,rt bet this weather dont stop these press bitches niggas from going to the club lol,-1
0.5955,holy shit balls slayer was awesome metallica up next and im freezing in the middle of nowhere thebignum ,-1
1,back in the house  not good walking weather down here  bout num outside,-1
1,bad weather everywhere ,-1
0.6035,rt its soo hot outside ,-1
1,i just want some sunshine dammit,-1
1,looks like another num hours of weather hell sigh,-1
0.5964,o holy shit be careful if you run into twister hittheditch haha ,-1
0.815, oh wow my sister used to live in redondo right across from the beach cali does have weird weather like washington only hotter,-1
1,its so freaking hot outside damn near dont want to go nowhere ,-1
0.7982,damn its hot as fuck out here though bout to take off my shirt and push these carts know the ladies would melt though ,-1
0.3828,car wash its hot as shii out of course wed get this weather last day of spring break,-1
0.7837,here comes another storm kinda getting old ,-1
0.6204,omg its num freakin degrees and it feels like it too,-1
0.2619,ive bought myself chinchilla that should keep my face nice and cool in this warm weather lol,-1
0.8019,that humidity got to my hair ima wash it when zo goes to sleep and roller set it,-1
1, we had snow last monday couldve exploded with anger do not like snow  especially in april ,-1
0.408,sigh  bring some of that warm weather to wi were still cold up here what do you do for work ,-1
0.8203,ohio is so gray miss the georgia sunshine,-1
0.7967,just sorting through planning for this week whilst dad sorts out the barbeque where has the sunshine gone sad ,-1
0.4375,my head is still rocking tho from last night and think caught cold from tar weather and sleeping until the cracked window ,-1
0.4027,found fallon ice cre  but its actually warm out today and wont be home before it melts blaaaaaaah ,-1
0.7825,feelin wish had snuggle partner sad ,-1
0.8137,bye clean car rain,-1
0.807, right back at ya ray weather is rainy out here in norcal  makes for soggy egg hunt  sigh,-1
1,dreading the rainy drive back to bg wishmycarwoulddriveitself,-1
0.4028,a day without sunshine is like night ,-1
0.8344,another storm hail twice in week  num mph howlin wind last night  roof is beatdown like the dallas mavs,-1
0.5854,its hella windy,-1
1,it is too hot outside why cant wimminz walk round shirtless like da men dem ,-1
0.6006,rt going to be rough night weather wise again feelin like groundhogday the moviesmiley this was taken sat ,-1
0.8022,its too hot outside ,-1
0.6021, lol  dear inclement weather  wrap this april showers ish up  signed  vegetation  ,-1
1, that sucks stupid weather sad ,-1
1, booo snow ,-1
0.81,rt its too hot outside to be clickin on twitlonger links get your point across in num characters or less,-1
0.7978,yu gay bri lolrt this is exactly why ion straighten by hair damn humidity,-1
1,ugh hate this weather ,-1
0.4281,this is the weather that makes me glad we dont have satellite tv searchingforsignal,-1
0.6126, the weather is looking ifffy at best for the next num days  but do want to come out and watch if they play it ,-1
1,rt its hot as fuck outside ,-1
0.8045,i came back from community service at num and went to sleep and im just waking up this atl weather is not on my side,-1
1,its hot as balls outside,-1
0.4047,yay finally came on after it reached num degrees in here lol im not gonna fry lmao,-1
1,hot as fuck outside nigga done got redder kno it aint word so fuck yall,-1
